User ID,Organization ID,Organization Type,Country,State,NGSS Status,Grade level,Sign up date,Activation date,Full Trial expiry date,Quote created?
9780405,377113,School,United States,Missouri,no,1,2017-06-21,,,False
9780406,377113,School,United States,Missouri,no,Upper,2017-06-20,2017-06-20,2018-06-30,False
9780408,377113,School,United States,Missouri,not sure,3,2017-06-22,,,False
9783451,27247,School,,,yes,"3, 4, 5",2017-06-20,2017-06-20,2018-06-30,False
9783734,377113,School,United States,Missouri,transitioning,Upper,2017-06-22,,,False
9784192,391396,School,United States,Idaho,yes,"4, 5",2017-06-20,2017-08-05,2018-06-30,False
9784554,377335,School,United States,Missouri,transitioning,"2, 3, 4",2017-06-20,2017-06-20,2018-06-30,False
9785394,27223,School,United States,Indiana,no,2,2017-06-20,2017-06-20,2018-06-30,False
9785512,27227,School,United States,California,not sure,K,2017-06-20,,,False
9785756,377335,School,United States,Missouri,yes,4,2017-08-18,2017-08-18,2018-06-30,False
9785759,377335,School,United States,Missouri,no,K,2017-08-18,2017-08-18,2018-06-30,False
9785760,377335,School,United States,Missouri,not sure,2,2017-06-25,2017-08-25,2018-06-30,False
9786486,389220,School,United States,Texas,no,3,2017-06-20,2017-07-03,2018-06-30,False
9787475,365791,School,United States,Michigan,yes,5,2017-06-20,,,False
9787537,352134,School,United States,Georgia,not sure,2,2017-06-20,2017-06-20,2018-06-30,False
9787574,352134,School,United States,Georgia,no,3,2017-07-16,,,False
9787576,352134,School,United States,Georgia,no,K,2017-09-24,2017-09-24,2018-06-30,False
9787818,371409,School,United States,Minnesota,not sure,1,2017-06-20,,,False
9787819,371409,School,United States,Minnesota,not sure,,2017-06-20,,,False
9787820,371409,School,United States,Minnesota,transitioning,4,2017-06-21,,,False
9787821,371409,School,United States,Minnesota,not sure,3,2017-06-20,2017-06-27,2018-06-30,False
9787822,371409,School,United States,Minnesota,no,3,2017-06-21,,,False
9787824,371409,School,United States,Minnesota,yes,4,2017-06-20,2017-12-15,2018-06-30,False
9787826,371409,School,United States,Minnesota,not sure,4,2017-06-24,2017-07-03,2018-06-30,False
9787827,371409,School,United States,Minnesota,not sure,4,2017-06-20,,,False
9787828,371409,School,United States,Minnesota,no,4,2017-06-20,2017-06-20,2018-06-30,False
9787829,371409,School,United States,Minnesota,not sure,4,2017-06-20,2017-09-26,2018-06-30,False
9787832,371409,School,United States,Minnesota,transitioning,3,2017-06-21,2017-06-26,2018-06-30,False
9787973,355424,School,United States,Florida,not sure,2,2017-06-20,2017-06-25,2018-06-30,False
9789473,371409,School,United States,Minnesota,not sure,2,2017-06-20,,,False
9791048,371409,School,United States,Minnesota,not sure,"3, 4, 5",2017-06-20,2017-09-22,2018-06-30,False
9791314,371409,School,United States,Minnesota,not sure,1,2017-06-20,2017-06-20,2018-06-30,False
9791352,382803,School,United States,Oklahoma,no,2,2017-06-20,2017-06-20,2018-06-30,False
9791395,371409,School,United States,Minnesota,no,K,2017-06-20,2017-08-16,2018-06-30,False
9791396,371409,School,United States,Minnesota,not sure,1,2017-06-20,,,False
9791398,371409,School,United States,Minnesota,not sure,K,2017-06-26,2017-06-26,2018-06-30,False
9791400,371409,School,United States,Minnesota,not sure,K,2017-06-20,2017-06-20,2018-06-30,False
9791538,382803,School,United States,Oklahoma,no,2,2017-06-20,2017-10-29,2018-06-30,False
9791539,382803,School,United States,Oklahoma,not sure,2,2017-06-21,2017-06-26,2018-06-30,False
9791540,382803,School,United States,Oklahoma,no,2,2017-09-18,2018-02-26,2018-06-30,False
9791541,382803,School,United States,Oklahoma,no,2,2017-06-23,2017-06-23,2018-06-30,False
9791542,382803,School,United States,Oklahoma,not sure,2,2017-06-26,2017-07-25,2018-06-30,False
9791543,382803,School,United States,Oklahoma,no,2,2017-06-20,2017-10-24,2018-06-30,False
9791750,371409,School,United States,Minnesota,no,2,2017-06-20,2017-06-20,2018-06-30,False
9791751,371409,School,United States,Minnesota,transitioning,2,2017-06-20,2017-06-26,2018-06-30,False
9791753,371409,School,United States,Minnesota,yes,K,2017-08-31,2017-10-03,2018-06-30,False
9791865,371409,School,United States,Minnesota,not sure,K,2017-06-21,,,False
9791866,371409,School,United States,Minnesota,no,3,2017-07-10,,,False
9791966,371409,School,United States,Minnesota,no,K,2017-06-20,2017-06-20,2018-06-30,False
9792070,371409,School,United States,Minnesota,no,K,2017-06-20,2017-06-25,2018-06-30,False
9792622,371409,School,United States,Minnesota,not sure,2,2017-06-20,,,False
9792896,2751,School,United States,Washington,yes,2,2017-06-20,2017-06-20,2018-06-30,False
9793958,361694,School,United States,Ohio,no,2,2017-06-20,,,False
9797472,335490,School,United States,New Jersey,yes,2,2017-06-21,2017-06-25,2018-06-30,False
9800269,19859,School,United States,Michigan,transitioning,3,2017-06-21,2017-06-21,2018-06-30,False
9801019,27274,School,Argentina,Tucumán,no,,2017-06-21,,,False
9801516,345703,School,United States,Maryland,yes,3,2017-06-22,2017-09-08,2018-06-30,False
9801988,366582,School,United States,Michigan,yes,4,2017-06-21,2017-06-21,2018-06-30,False
9802954,347961,School,United States,North Carolina,transitioning,5,2017-06-21,,,False
9803157,1050,School,United States,Pennsylvania,not sure,5,2017-06-21,2017-06-21,2018-06-30,False
9803164,1050,School,United States,Pennsylvania,not sure,4,2017-06-21,2017-06-21,2018-06-30,False
9805546,2467,School,United States,New Hampshire,yes,"2, 3, 4, 5",2017-06-21,2017-06-21,2018-06-30,False
9805579,368881,School,United States,Wisconsin,not sure,3,2017-07-10,,,False
9805603,2467,School,United States,New Hampshire,yes,5,2017-06-21,2017-06-21,2018-06-30,False
9805643,368881,School,United States,Wisconsin,not sure,1,2017-06-21,2017-06-21,2018-06-30,False
9805645,368881,School,United States,Wisconsin,yes,"K, 1",2017-06-21,,,False
9805647,368881,School,United States,Wisconsin,no,3,2017-06-21,,,False
9805648,368881,School,United States,Wisconsin,not sure,1,2017-06-21,,,False
9806186,27287,School,United States,Virginia,not sure,Upper,2017-06-21,,,False
9806726,378548,School,United States,Kansas,yes,4,2017-06-21,2017-06-21,2018-06-30,False
9806790,378548,School,United States,Kansas,yes,5,2017-06-21,2017-07-16,2018-06-30,False
9807088,399000,School,United States,California,not sure,2,2017-06-21,2017-06-21,2018-06-30,False
9807189,399000,School,United States,California,not sure,"K, 1",2017-06-21,2017-06-26,2018-06-30,False
9807192,399000,School,United States,California,not sure,4,2017-06-21,,,False
9808185,368881,School,United States,Wisconsin,not sure,3,2017-06-21,2017-06-25,2018-06-30,False
9808187,368881,School,United States,Wisconsin,not sure,"1, 2",2017-06-21,2017-10-27,2018-06-30,False
9808189,368881,School,United States,Wisconsin,not sure,3,2017-06-21,,,False
9808190,368881,School,United States,Wisconsin,no,1,2017-06-21,2017-06-26,2018-06-30,False
9808191,368881,School,United States,Wisconsin,yes,1,2017-06-21,,,False
9808192,368881,School,United States,Wisconsin,not sure,3,2017-06-21,,,False
9808196,368881,School,United States,Wisconsin,transitioning,"Pre, K, 1, 2, 3",2017-06-21,2017-06-21,2018-06-30,False
9808624,368881,School,United States,Wisconsin,not sure,"Pre, K, 1, 2",2017-06-21,,,False
9809436,393017,School,United States,Arizona,no,4,2017-06-21,2017-06-21,2018-06-30,False
9809479,387497,School,United States,Texas,not sure,5,2017-06-22,,,False
9809487,387497,School,United States,Texas,yes,3,2017-06-21,2017-06-21,2018-06-30,False
9809498,387497,School,United States,Texas,no,"3, 4, 5",2017-06-22,2017-06-22,2018-06-30,False
9809501,387497,School,United States,Texas,no,5,2017-06-21,2017-08-10,2018-06-30,False
9809509,393017,School,United States,Arizona,no,3,2017-06-22,2017-06-22,2018-06-30,False
9811535,335490,School,United States,New Jersey,yes,2,2017-06-21,,,False
9811638,393782,School,United States,Arizona,yes,"5, Upper",2017-06-21,2017-10-25,2018-06-30,False
9811639,359786,School,United States,Kentucky,yes,3,2017-06-22,2017-09-01,2018-06-30,False
9813070,387373,School,United States,Texas,not sure,2,2017-06-21,2017-06-21,2018-06-30,False
9814152,387373,School,United States,Texas,no,1,2017-06-21,2017-06-28,2018-06-30,False
9814554,360043,School,United States,Kentucky,yes,5,2017-06-21,2017-09-11,2018-06-30,False
9815777,356398,School,United States,Alabama,no,1,2017-06-21,,,False
9818962,352677,School,United States,Georgia,not sure,K,2017-06-23,,,False
9820528,399000,School,United States,California,not sure,"K, 1",2017-06-22,,,False
9823442,346565,School,United States,Virginia,no,"3, 4, 5",2017-06-22,2017-12-15,2018-06-30,False
9824585,334026,School,United States,Vermont,yes,"K, 1, 2, 3, 4, 5",2017-06-22,2017-06-22,2018-06-30,False
9824874,349915,School,United States,South Carolina,transitioning,4,2017-06-22,,,False
9825262,334026,School,United States,Vermont,yes,K,2017-06-22,2017-08-08,2018-06-30,False
9825796,27338,School,United States,Pennsylvania,yes,Upper,2017-06-22,2017-12-15,2018-06-30,False
9825923,333111,School,United States,New Hampshire,yes,3,2017-06-22,2017-06-22,2018-06-30,False
9825933,333111,School,United States,New Hampshire,yes,2,2017-06-22,2017-06-22,2018-06-30,False
9826850,394593,School,United States,Nevada,transitioning,5,2017-06-22,2017-08-20,2018-06-30,False
9827834,369400,School,United States,Wisconsin,not sure,3,2017-06-22,2017-06-22,2018-06-30,False
9829594,394593,School,United States,Nevada,transitioning,5,2017-06-22,2017-07-08,2018-06-30,False
9830341,333111,School,United States,New Hampshire,yes,3,2017-06-22,2017-06-22,2018-06-30,False
9830342,333111,School,United States,New Hampshire,,,,,,False
9830343,333111,School,United States,New Hampshire,,,,,,False
9830344,333111,School,United States,New Hampshire,,,,,,False
9830345,333111,School,United States,New Hampshire,,,,,,False
9830346,333111,School,United States,New Hampshire,,,,,,False
9830347,333111,School,United States,New Hampshire,,,,,,False
9830348,333111,School,United States,New Hampshire,,,,,,False
9830349,333111,School,United States,New Hampshire,,,,,,False
9830350,333111,School,United States,New Hampshire,,,,,,False
9830351,333111,School,United States,New Hampshire,,,,,,False
9830352,333111,School,United States,New Hampshire,,,,,,False
9830353,333111,School,United States,New Hampshire,,,,,,False
9830354,333111,School,United States,New Hampshire,,,,,,False
9830355,333111,School,United States,New Hampshire,,,,,,False
9830500,334127,School,United States,Vermont,yes,"2, 3, 4, 5",2017-06-22,,,False
9832910,396577,School,United States,California,transitioning,4,2017-06-22,2017-07-19,2018-06-30,False
9833045,394593,School,United States,Nevada,yes,1,2017-06-22,,,False
9833380,396577,School,United States,California,yes,5,2017-06-22,2017-06-22,2018-06-30,False
9834807,333403,School,United States,New Hampshire,yes,1,2017-06-28,2017-09-18,2018-06-30,False
9839777,396577,School,United States,California,yes,3,2017-06-22,2017-07-10,2018-06-30,False
9844071,27412,School,Australia,Queensland,not sure,"Prep, 1, 2, 3",2017-06-24,2017-06-24,2018-06-30,False
9844073,27412,School,Australia,Queensland,no,3,2017-06-23,2017-07-03,2018-06-30,False
9849469,352677,School,United States,Georgia,not sure,K,2017-06-23,2017-06-24,2018-06-30,False
9849470,352677,School,United States,Georgia,no,1,2017-06-23,2017-06-23,2018-06-30,False
9849475,352677,School,United States,Georgia,no,1,2017-06-24,2017-09-22,2018-06-30,False
9850018,352677,School,United States,Georgia,no,1,2017-06-27,2017-08-12,2018-06-30,False
9850798,333111,School,United States,New Hampshire,,,,,,False
9853459,367254,School,United States,Michigan,not sure,4,2017-06-25,,,False
9853681,27223,School,United States,Indiana,not sure,K,2017-06-23,,,False
9855858,328169,School,United States,Hawaii,transitioning,3,2017-06-23,2017-06-23,2018-06-30,False
9855894,328169,School,United States,Hawaii,transitioning,3,2017-06-23,2017-06-23,2018-06-30,False
9855976,328169,School,United States,Hawaii,transitioning,3,2017-07-02,2017-07-02,2018-06-30,False
9855978,328169,School,United States,Hawaii,transitioning,"K, 1, 2, 3, 4, 5",2017-06-30,2017-06-30,2018-06-30,False
9856015,328169,School,United States,Hawaii,transitioning,K,2017-07-11,2017-07-16,2018-06-30,False
9856189,16515,School,Canada,Ontario,not sure,"Pre, K, 1, 2, 3, 4, 5",2017-06-23,,,False
9862065,326141,School,United States,California,transitioning,4,2017-06-23,2017-07-11,2018-06-30,False
9865000,27415,School,United States,Utah,no,5,2017-06-23,2017-07-08,2018-06-30,False
9866058,27412,School,Australia,Queensland,no,Prep,2017-06-28,,,False
9866060,27412,School,Australia,Queensland,not sure,2,2017-07-09,2017-07-17,2018-06-30,False
9885869,326173,School,United States,California,yes,K,2017-06-24,2017-06-24,2018-06-30,False
9911233,380870,School,United States,Louisiana,transitioning,4,2017-06-25,2017-07-02,2018-06-30,False
9913020,27485,School,China,Henan,no,,2017-08-28,,,False
9913021,27485,School,China,Henan,not sure,,2017-06-26,2017-07-07,2018-06-30,False
9916445,26918,School,United States,Arkansas,yes,"K, 1, 2, 3, 4, 5, Upper",2017-06-26,2017-07-12,2018-06-30,False
9919800,326926,School,United States,California,yes,2,2017-06-25,2017-06-25,2018-06-30,False
9928588,328169,School,United States,Hawaii,transitioning,5,2017-06-26,2017-07-04,2018-06-30,False
9928892,326022,School,United States,California,transitioning,4,2017-06-26,2017-06-26,2018-06-30,False
9932862,27897,School,France,Île-de-France,no,1,2017-07-13,2017-07-23,2018-06-30,False
9932880,328169,School,United States,Hawaii,not sure,1,2017-06-26,,,False
9933549,345611,School,United States,Maryland,yes,K,2017-06-27,2017-06-27,2018-06-30,False
9934252,365371,School,United States,Michigan,yes,K,2017-06-26,2017-06-26,2018-06-30,False
9936258,376205,School,United States,Illinois,transitioning,3,2017-06-26,2017-06-26,2018-06-30,False
9941661,397955,School,United States,California,yes,4,2017-06-26,2017-10-01,2018-06-30,False
9942794,11697,School,United States,North Carolina,not sure,Upper,2017-07-01,,,False
9942979,376205,School,United States,Illinois,not sure,K,2017-06-26,2017-06-26,2018-06-30,False
9947926,27490,School,United States,Utah,yes,Upper,2017-06-27,2017-06-27,2018-06-30,False
9956155,399164,School,United States,California,transitioning,2,2017-06-27,2017-06-27,2018-06-30,False
9960007,360208,School,United States,Kentucky,yes,4,2017-06-27,2017-06-27,2018-06-30,False
9960896,333977,School,United States,Vermont,yes,"Pre, K, 1, 2",2017-07-15,2017-07-23,2018-06-30,False
9965841,27412,School,Australia,Queensland,no,Upper,2017-06-27,2017-07-18,2018-06-30,False
9965845,27412,School,Australia,Queensland,no,1,2017-06-27,2017-07-05,2018-06-30,False
9965846,27412,School,Australia,Queensland,no,4,2017-07-02,,,False
9965867,27412,School,Australia,Queensland,no,2,2017-06-27,,,False
9976796,377645,School,United States,Missouri,no,3,2017-06-28,2017-08-21,2018-06-30,False
9976975,359653,School,United States,Kentucky,yes,3,2017-06-30,2017-06-30,2018-06-30,False
9977251,377645,School,United States,Missouri,transitioning,3,2017-06-28,2017-08-10,2018-06-30,False
9977792,375073,School,United States,Illinois,no,2,2017-06-28,2017-06-28,2018-06-30,False
9982610,373609,School,United States,Illinois,no,"3, 4, 5",2017-06-28,2017-07-03,2018-06-30,False
9984451,327386,School,United States,California,transitioning,3,2017-06-28,2017-06-28,2018-06-30,False
9984643,327386,School,United States,California,transitioning,2,2017-08-14,2017-08-14,2018-06-30,False
9984644,327386,School,United States,California,yes,4,2017-08-17,,,False
9984645,327386,School,United States,California,yes,4,2017-06-28,2017-06-28,2018-06-30,False
9988606,377645,School,United States,Missouri,transitioning,K,2017-06-28,,,False
10005670,27555,School,United States,New York,transitioning,Upper,2017-06-29,2017-07-10,2018-06-30,False
10011948,377645,School,United States,Missouri,transitioning,2,2017-06-29,,,False
10011949,377645,School,United States,Missouri,not sure,2,2017-06-29,2017-06-29,2018-06-30,False
10012224,377645,School,United States,Missouri,yes,1,2017-06-29,2017-08-10,2018-06-30,False
10012225,377645,School,United States,Missouri,not sure,2,2017-06-30,,,False
10013041,377645,School,United States,Missouri,transitioning,3,2017-06-29,,,False
10014274,398800,School,United States,California,yes,5,2017-06-29,2017-06-29,2018-06-30,False
